customer_id,first_name,last_name,email,activebool,create_date,active,address,address2,district,postal_code,city,country,customer_last_upd,address_last_upd,city_last_upd,country_last_upd
109,Edna,West,edna.west@sakilacustomer.org,t,2006-02-14,1,682 Junan Way,,North West,30418,Klerksdorp,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
110,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,t,2006-02-14,1,804 Elista Drive,,Hubei,61069,Enshi,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
111,Carmen,Owens,carmen.owens@sakilacustomer.org,t,2006-02-14,1,1378 Alvorada Avenue,,Distrito Federal,75834,Caracas,Venezuela,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
112,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,t,2006-02-14,1,793 Cam Ranh Avenue,,California,87057,Lancaster,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
113,Cindy,Fisher,cindy.fisher@sakilacustomer.org,t,2006-02-14,1,1079 Tel Aviv-Jaffa Boulevard,,Sucre,10885,Cuman,Venezuela,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
114,Grace,Ellis,grace.ellis@sakilacustomer.org,t,2006-02-14,1,442 Rae Bareli Place,,Nordrhein-Westfalen,24321,Duisburg,Germany,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
115,Wendy,Harrison,wendy.harrison@sakilacustomer.org,t,2006-02-14,1,1107 Nakhon Sawan Avenue,,Mxico,75149,Nezahualcyotl,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
116,Victoria,Gibson,victoria.gibson@sakilacustomer.org,t,2006-02-14,1,544 Malm Parkway,,Central Java,63502,Pemalang,Indonesia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
117,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,t,2006-02-14,1,1967 Sincelejo Place,,Gujarat,73644,Gandhinagar,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
118,Kim,Cruz,kim.cruz@sakilacustomer.org,t,2006-02-14,1,333 Goinia Way,,Texas,78625,Grand Prairie,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
119,Sherry,Marshall,sherry.marshall@sakilacustomer.org,t,2006-02-14,1,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,96065,Shubra al-Khayma,Egypt,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
120,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,t,2006-02-14,1,241 Mosul Lane,,Risaralda,76157,Dos Quebradas,Colombia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
121,Josephine,Gomez,josephine.gomez@sakilacustomer.org,t,2006-02-14,1,211 Chiayi Drive,,Uttar Pradesh,58186,Etawah,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
122,Thelma,Murray,thelma.murray@sakilacustomer.org,t,2006-02-14,1,1175 Tanauan Way,,Lima,64615,Lima,Peru,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
123,Shannon,Freeman,shannon.freeman@sakilacustomer.org,t,2006-02-14,1,117 Boa Vista Way,,Uttar Pradesh,6804,Varanasi (Benares),India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
124,Sheila,Wells,sheila.wells@sakilacustomer.org,t,2006-02-14,0,848 Tafuna Manor,,Ktahya,45142,Ktahya,Turkey,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
125,Ethel,Webb,ethel.webb@sakilacustomer.org,t,2006-02-14,1,569 Baicheng Lane,,Gauteng,60304,Boksburg,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
126,Ellen,Simpson,ellen.simpson@sakilacustomer.org,t,2006-02-14,1,1666 Qomsheh Drive,,So Paulo,66255,Po,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
127,Elaine,Stevens,elaine.stevens@sakilacustomer.org,t,2006-02-14,1,801 Hagonoy Drive,,Smolensk,8439,Smolensk,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
128,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,t,2006-02-14,1,1050 Garden Grove Avenue,,Slaskie,4999,Jastrzebie-Zdrj,Poland,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
129,Carrie,Porter,carrie.porter@sakilacustomer.org,t,2006-02-14,1,1854 Tieli Street,,Shandong,15819,Liaocheng,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
130,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,t,2006-02-14,1,758 Junan Lane,,Gois,82639,guas Lindas de Gois,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
131,Monica,Hicks,monica.hicks@sakilacustomer.org,t,2006-02-14,1,1752 So Leopoldo Parkway,,Taka-Karpatia,14014,Mukateve,Ukraine,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
132,Esther,Crawford,esther.crawford@sakilacustomer.org,t,2006-02-14,1,898 Belm Manor,,Free State,49757,Botshabelo,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
133,Pauline,Henry,pauline.henry@sakilacustomer.org,t,2006-02-14,1,261 Saint Louis Way,,Coahuila de Zaragoza,83401,Torren,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
134,Emma,Boyd,emma.boyd@sakilacustomer.org,t,2006-02-14,1,765 Southampton Drive,,al-Qalyubiya,4285,Qalyub,Egypt,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
135,Juanita,Mason,juanita.mason@sakilacustomer.org,t,2006-02-14,1,943 Johannesburg Avenue,,Maharashtra,5892,Pune,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
136,Anita,Morales,anita.morales@sakilacustomer.org,t,2006-02-14,1,788 Atinsk Street,,Karnataka,81691,Hubli-Dharwad,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
137,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,t,2006-02-14,1,1749 Daxian Place,,Gelderland,11044,Apeldoorn,Netherlands,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
138,Hazel,Warren,hazel.warren@sakilacustomer.org,t,2006-02-14,1,1587 Sullana Lane,,Inner Mongolia,85769,Hohhot,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
139,Amber,Dixon,amber.dixon@sakilacustomer.org,t,2006-02-14,1,1029 Dzerzinsk Manor,,Ynlin,57519,Touliu,Taiwan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
140,Eva,Ramos,eva.ramos@sakilacustomer.org,t,2006-02-14,1,1666 Beni-Mellal Place,,Tennessee,13377,Clarksville,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
141,Debbie,Reyes,debbie.reyes@sakilacustomer.org,t,2006-02-14,1,928 Jaffna Loop,,Hiroshima,93762,Fukuyama,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
142,April,Burns,april.burns@sakilacustomer.org,t,2006-02-14,1,483 Ljubertsy Parkway,,Scotland,60562,Dundee,United Kingdom,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
143,Leslie,Gordon,leslie.gordon@sakilacustomer.org,t,2006-02-14,1,374 Bat Yam Boulevard,,Kilis,97700,Kilis,Turkey,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
144,Clara,Shaw,clara.shaw@sakilacustomer.org,t,2006-02-14,1,1027 Songkhla Manor,,Minsk,30861,Molodetno,Belarus,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
145,Lucille,Holmes,lucille.holmes@sakilacustomer.org,t,2006-02-14,1,999 Sanaa Loop,,Gauteng,3439,Soshanguve,South Africa,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
146,Jamie,Rice,jamie.rice@sakilacustomer.org,t,2006-02-14,1,879 Newcastle Way,,Michigan,90732,Sterling Heights,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
147,Joanne,Robertson,joanne.robertson@sakilacustomer.org,t,2006-02-14,1,1337 Lincoln Parkway,,Saitama,99457,Urawa,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
148,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,t,2006-02-14,1,1952 Pune Lane,,Saint-Denis,92150,Saint-Denis,Runion,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
149,Valerie,Black,valerie.black@sakilacustomer.org,t,2006-02-14,1,782 Mosul Street,,Massachusetts,25545,Brockton,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
150,Danielle,Daniels,danielle.daniels@sakilacustomer.org,t,2006-02-14,1,781 Shimonoseki Drive,,Michoacn de Ocampo,95444,Hidalgo,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
151,Megan,Palmer,megan.palmer@sakilacustomer.org,t,2006-02-14,1,1560 Jelets Boulevard,,Shandong,77777,Laiwu,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
152,Alicia,Mills,alicia.mills@sakilacustomer.org,t,2006-02-14,1,1963 Moscow Place,,Assam,64863,Nagaon,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
153,Suzanne,Nichols,suzanne.nichols@sakilacustomer.org,t,2006-02-14,1,456 Escobar Way,,Jakarta Raya,36061,Jakarta,Indonesia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
154,Michele,Grant,michele.grant@sakilacustomer.org,t,2006-02-14,1,798 Cianjur Avenue,,Shanxi,76990,Yuncheng,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
155,Gail,Knight,gail.knight@sakilacustomer.org,t,2006-02-14,1,185 Novi Sad Place,,Bern,41778,Bern,Switzerland,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
156,Bertha,Ferguson,bertha.ferguson@sakilacustomer.org,t,2006-02-14,1,1367 Yantai Manor,,Ondo & Ekiti,21294,Ondo,Nigeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
157,Darlene,Rose,darlene.rose@sakilacustomer.org,t,2006-02-14,1,1386 Nakhon Sawan Boulevard,,Pyongyang-si,53502,Pyongyang,North Korea,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
158,Veronica,Stone,veronica.stone@sakilacustomer.org,t,2006-02-14,1,369 Papeete Way,,North Carolina,66639,Greensboro,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
159,Jill,Hawkins,jill.hawkins@sakilacustomer.org,t,2006-02-14,1,1440 Compton Place,,North Austria,81037,Linz,Austria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
160,Erin,Dunn,erin.dunn@sakilacustomer.org,t,2006-02-14,1,1623 Baha Blanca Manor,,Moskova,81511,Ljubertsy,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
161,Geraldine,Perkins,geraldine.perkins@sakilacustomer.org,t,2006-02-14,1,97 Shimoga Avenue,,Tel Aviv,44660,Tel Aviv-Jaffa,Israel,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
162,Lauren,Hudson,lauren.hudson@sakilacustomer.org,t,2006-02-14,1,1740 Le Mans Loop,,Pays de la Loire,22853,Le Mans,France,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
163,Cathy,Spencer,cathy.spencer@sakilacustomer.org,t,2006-02-14,1,1287 Xiangfan Boulevard,,Gifu,57844,Kakamigahara,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
164,Joann,Gardner,joann.gardner@sakilacustomer.org,t,2006-02-14,1,842 Salzburg Lane,,Adana,3313,Tarsus,Turkey,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
165,Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,t,2006-02-14,1,154 Tallahassee Loop,,Xinxiang,62250,Hami,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
166,Lynn,Payne,lynn.payne@sakilacustomer.org,t,2006-02-14,1,710 San Felipe del Progreso Avenue,,Lilongwe,76901,Lilongwe,Malawi,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
167,Sally,Pierce,sally.pierce@sakilacustomer.org,t,2006-02-14,1,1540 Wroclaw Drive,,Maharashtra,62686,Chandrapur,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
168,Regina,Berry,regina.berry@sakilacustomer.org,t,2006-02-14,1,475 Atinsk Way,,Gansu,59571,Jinchang,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
169,Erica,Matthews,erica.matthews@sakilacustomer.org,t,2006-02-14,0,1294 Firozabad Drive,,Jiangxi,70618,Pingxiang,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
170,Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,t,2006-02-14,1,1877 Ezhou Lane,,Rajasthan,63337,Udaipur,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
171,Dolores,Wagner,dolores.wagner@sakilacustomer.org,t,2006-02-14,1,316 Uruapan Street,,Perak,58194,Ipoh,Malaysia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
172,Bernice,Willis,bernice.willis@sakilacustomer.org,t,2006-02-14,1,29 Pyongyang Loop,,Batman,47753,Batman,Turkey,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
173,Audrey,Ray,audrey.ray@sakilacustomer.org,t,2006-02-14,1,1010 Klerksdorp Way,,Steiermark,6802,Graz,Austria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
174,Yvonne,Watkins,yvonne.watkins@sakilacustomer.org,t,2006-02-14,1,1848 Salala Boulevard,,Miranda,25220,Ocumare del Tuy,Venezuela,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
175,Annette,Olson,annette.olson@sakilacustomer.org,t,2006-02-14,1,431 Xiangtan Avenue,,Kerala,4854,Allappuzha (Alleppey),India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
176,June,Carroll,june.carroll@sakilacustomer.org,t,2006-02-14,1,757 Rustenburg Avenue,,Skikda,89668,Skikda,Algeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
177,Samantha,Duncan,samantha.duncan@sakilacustomer.org,t,2006-02-14,1,146 Johannesburg Way,,Tamaulipas,54132,Matamoros,Mexico,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
178,Marion,Snyder,marion.snyder@sakilacustomer.org,t,2006-02-14,1,1891 Rizhao Boulevard,,So Paulo,47288,Santa Brbara dOeste,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
179,Dana,Hart,dana.hart@sakilacustomer.org,t,2006-02-14,1,1089 Iwatsuki Avenue,,Kirov,35109,Kirovo-Tepetsk,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
180,Stacy,Cunningham,stacy.cunningham@sakilacustomer.org,t,2006-02-14,1,1410 Benin City Parkway,,Risaralda,29747,Pereira,Colombia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
181,Ana,Bradley,ana.bradley@sakilacustomer.org,t,2006-02-14,1,682 Garden Grove Place,,Tennessee,67497,Memphis,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
182,Renee,Lane,renee.lane@sakilacustomer.org,t,2006-02-14,1,533 al-Ayn Boulevard,,California,8862,Compton,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
183,Ida,Andrews,ida.andrews@sakilacustomer.org,t,2006-02-14,1,1839 Szkesfehrvr Parkway,,Gois,55709,Luzinia,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
184,Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,t,2006-02-14,1,741 Ambattur Manor,,Noord-Brabant,43310,s-Hertogenbosch,Netherlands,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
185,Roberta,Harper,roberta.harper@sakilacustomer.org,t,2006-02-14,1,927 Barcelona Street,,Chaharmahal va Bakht,65121,Shahr-e Kord,Iran,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
186,Holly,Fox,holly.fox@sakilacustomer.org,t,2006-02-14,1,435 0 Way,,West Bengali,74750,Haldia,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
187,Brittany,Riley,brittany.riley@sakilacustomer.org,t,2006-02-14,1,140 Chiayi Parkway,,Sumy,38982,Sumy,Ukraine,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
188,Melanie,Armstrong,melanie.armstrong@sakilacustomer.org,t,2006-02-14,1,1166 Changhwa Street,,Caraga,58852,Bayugan,Philippines,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
189,Loretta,Carpenter,loretta.carpenter@sakilacustomer.org,t,2006-02-14,1,891 Novi Sad Manor,,Ontario,5379,Oshawa,Canada,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
190,Yolanda,Weaver,yolanda.weaver@sakilacustomer.org,t,2006-02-14,1,605 Rio Claro Parkway,,Tabora,49348,Tabora,Tanzania,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
191,Jeanette,Greene,jeanette.greene@sakilacustomer.org,t,2006-02-14,1,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,65387,Novoterkassk,Russian Federation,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
192,Laurie,Lawrence,laurie.lawrence@sakilacustomer.org,t,2006-02-14,1,9 San Miguel de Tucumn Manor,,Uttar Pradesh,90845,Firozabad,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
193,Katie,Elliott,katie.elliott@sakilacustomer.org,t,2006-02-14,1,447 Surakarta Loop,,Nyanza,10428,Kisumu,Kenya,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
194,Kristen,Chavez,kristen.chavez@sakilacustomer.org,t,2006-02-14,1,345 Oshawa Boulevard,,Tokyo-to,32114,Hino,Japan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
195,Vanessa,Sims,vanessa.sims@sakilacustomer.org,t,2006-02-14,1,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,15540,Siegen,Germany,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
196,Alma,Austin,alma.austin@sakilacustomer.org,t,2006-02-14,1,1074 Binzhou Manor,,Baden-Wrttemberg,36490,Mannheim,Germany,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
197,Sue,Peters,sue.peters@sakilacustomer.org,t,2006-02-14,1,817 Bradford Loop,,Jiangsu,89459,Changzhou,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
198,Elsie,Kelley,elsie.kelley@sakilacustomer.org,t,2006-02-14,1,955 Bamenda Way,,Ondo & Ekiti,1545,Ikerre,Nigeria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
199,Beth,Franklin,beth.franklin@sakilacustomer.org,t,2006-02-14,1,1149 A Corua (La Corua) Boulevard,,Haiphong,95824,Haiphong,Vietnam,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
200,Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,t,2006-02-14,1,387 Mwene-Ditu Drive,,Ahal,8073,Ashgabat,Turkmenistan,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
201,Vicki,Fields,vicki.fields@sakilacustomer.org,t,2006-02-14,1,68 Molodetno Manor,,Nordrhein-Westfalen,4662,Witten,Germany,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
202,Carla,Gutierrez,carla.gutierrez@sakilacustomer.org,t,2006-02-14,1,642 Nador Drive,,Maharashtra,3924,Bhusawal,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
203,Tara,Ryan,tara.ryan@sakilacustomer.org,t,2006-02-14,1,1688 Nador Lane,,Sulawesi Utara,61613,Gorontalo,Indonesia,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
204,Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,t,2006-02-14,1,1215 Pyongyang Parkway,,Usak,25238,Usak,Turkey,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
205,Eileen,Carr,eileen.carr@sakilacustomer.org,t,2006-02-14,1,1679 Antofagasta Street,,Alto Paran,86599,Ciudad del Este,Paraguay,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
206,Terri,Vasquez,terri.vasquez@sakilacustomer.org,t,2006-02-14,1,1304 s-Hertogenbosch Way,,Santa Catarina,10925,Blumenau,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
207,Gertrude,Castillo,gertrude.castillo@sakilacustomer.org,t,2006-02-14,1,850 Salala Loop,,Kitaa,10800,Nuuk,Greenland,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
208,Lucy,Wheeler,lucy.wheeler@sakilacustomer.org,t,2006-02-14,1,624 Oshawa Boulevard,,West Bengali,89959,Balurghat,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
209,Tonya,Chapman,tonya.chapman@sakilacustomer.org,t,2006-02-14,1,43 Dadu Avenue,,Rajasthan,4855,Bhilwara,India,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
210,Ella,Oliver,ella.oliver@sakilacustomer.org,t,2006-02-14,1,751 Lima Loop,,Aden,99405,Aden,Yemen,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
211,Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,t,2006-02-14,1,1333 Haldia Street,,Jilin,82161,Fuyu,China,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
212,Wilma,Richards,wilma.richards@sakilacustomer.org,t,2006-02-14,1,660 Jedda Boulevard,,Washington,25053,Bellevue,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
213,Gina,Williamson,gina.williamson@sakilacustomer.org,t,2006-02-14,1,1001 Miyakonojo Lane,,Taizz,67924,Taizz,Yemen,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
214,Kristin,Johnston,kristin.johnston@sakilacustomer.org,t,2006-02-14,1,226 Brest Manor,,California,2299,Sunnyvale,United States,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
215,Jessie,Banks,jessie.banks@sakilacustomer.org,t,2006-02-14,1,1229 Valencia Parkway,,Haskovo,99124,Stara Zagora,Bulgaria,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
216,Natalie,Meyer,natalie.meyer@sakilacustomer.org,t,2006-02-14,1,1201 Qomsheh Manor,,Gois,21464,Aparecida de Goinia,Brazil,2013-05-26 14:49:45.738,2006-02-15 09:45:30,2006-02-15 09:45:25,2006-02-15 09:44:00
